record_key,N,family,branch_key,internal_model_code,public_model_code,FDTD_ready,FDTD_status,source_model_json,source_model_curve,website_model_json,website_model_curve,model_json_staged_or_available,model_curve_staged_or_available,curve_status,issue
Pt_Pt_Tselin,2,SemiCP,SCP,CP_M2_B,CP_M2,True,FDTD_READY,D:\02_Academic_Research\11_Ultra_Boardband_CP_Fitting\08_Refractive_index_No_sigma_V2\N1_N5_RP_CP\Data_range_300_1100\00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY\stable_model_json_by_N\Pt_Pt_Tselin\SCP_M2.json,,data/models/Pt_Pt_Tselin/CP_M2_B.json,data/model_curves/Pt_Pt_Tselin/CP_M2_B.json,True,True,generated_from_model_json_and_fitting_grid,
Pt_Pt_Tselin,3,RP,RP,RP_M3,RP_M3,True,SELECTED_FDTD_READY,D:\02_Academic_Research\11_Ultra_Boardband_CP_Fitting\08_Refractive_index_No_sigma_V2\N1_N5_RP_CP\Data_range_300_1100\00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY\stable_model_json_by_N\Pt_Pt_Tselin\RP_M3.json,,data/models/Pt_Pt_Tselin/RP_M3.json,data/model_curves/Pt_Pt_Tselin/RP_M3.json,True,True,generated_from_model_json_and_fitting_grid,
Pt_Pt_Tselin,3,CP,CP,CP_M3_A,CP_M3,True,FDTD_READY,D:\02_Academic_Research\11_Ultra_Boardband_CP_Fitting\08_Refractive_index_No_sigma_V2\N1_N5_RP_CP\Data_range_300_1100\00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY\stable_model_json_by_N\Pt_Pt_Tselin\CP_M3.json,,data/models/Pt_Pt_Tselin/CP_M3_A.json,data/model_curves/Pt_Pt_Tselin/CP_M3_A.json,True,True,generated_from_model_json_and_fitting_grid,
Pt_Pt_Tselin,3,SemiCP,SCP,CP_M3_B,CP_M3,True,FDTD_READY,D:\02_Academic_Research\11_Ultra_Boardband_CP_Fitting\08_Refractive_index_No_sigma_V2\N1_N5_RP_CP\Data_range_300_1100\00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY\stable_model_json_by_N\Pt_Pt_Tselin\SCP_M3.json,,data/models/Pt_Pt_Tselin/CP_M3_B.json,data/model_curves/Pt_Pt_Tselin/CP_M3_B.json,True,True,generated_from_model_json_and_fitting_grid,
Pt_Pt_Tselin,4,RP,RP,RP_M4,RP_M4,True,FDTD_READY,D:\02_Academic_Research\11_Ultra_Boardband_CP_Fitting\08_Refractive_index_No_sigma_V2\N1_N5_RP_CP\Data_range_300_1100\00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY\stable_model_json_by_N\Pt_Pt_Tselin\RP_M4.json,,data/models/Pt_Pt_Tselin/RP_M4.json,data/model_curves/Pt_Pt_Tselin/RP_M4.json,True,True,generated_from_model_json_and_fitting_grid,
Pt_Pt_Tselin,4,CP,CP,CP_M4_A,CP_M4,True,FDTD_READY,D:\02_Academic_Research\11_Ultra_Boardband_CP_Fitting\08_Refractive_index_No_sigma_V2\N1_N5_RP_CP\Data_range_300_1100\00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY\stable_model_json_by_N\Pt_Pt_Tselin\CP_M4.json,,data/models/Pt_Pt_Tselin/CP_M4_A.json,data/model_curves/Pt_Pt_Tselin/CP_M4_A.json,True,True,generated_from_model_json_and_fitting_grid,
Pt_Pt_Tselin,4,SemiCP,SCP,CP_M4_B,CP_M4,True,FDTD_READY,D:\02_Academic_Research\11_Ultra_Boardband_CP_Fitting\08_Refractive_index_No_sigma_V2\N1_N5_RP_CP\Data_range_300_1100\00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY\stable_model_json_by_N\Pt_Pt_Tselin\SCP_M4.json,,data/models/Pt_Pt_Tselin/CP_M4_B.json,data/model_curves/Pt_Pt_Tselin/CP_M4_B.json,True,True,generated_from_model_json_and_fitting_grid,
Pt_Pt_Tselin,5,RP,RP,RP_M5,RP_M5,True,FDTD_READY,D:\02_Academic_Research\11_Ultra_Boardband_CP_Fitting\08_Refractive_index_No_sigma_V2\N1_N5_RP_CP\Data_range_300_1100\00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY\stable_model_json_by_N\Pt_Pt_Tselin\RP_M5.json,,data/models/Pt_Pt_Tselin/RP_M5.json,data/model_curves/Pt_Pt_Tselin/RP_M5.json,True,True,generated_from_model_json_and_fitting_grid,
Pt_Pt_Tselin,5,CP,CP,CP_M5_A,CP_M5,True,FDTD_READY,D:\02_Academic_Research\11_Ultra_Boardband_CP_Fitting\08_Refractive_index_No_sigma_V2\N1_N5_RP_CP\Data_range_300_1100\00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY\stable_model_json_by_N\Pt_Pt_Tselin\CP_M5.json,,data/models/Pt_Pt_Tselin/CP_M5_A.json,data/model_curves/Pt_Pt_Tselin/CP_M5_A.json,True,True,generated_from_model_json_and_fitting_grid,
Pt_Pt_Tselin,5,SemiCP,SCP,CP_M5_B,CP_M5,True,FDTD_READY,D:\02_Academic_Research\11_Ultra_Boardband_CP_Fitting\08_Refractive_index_No_sigma_V2\N1_N5_RP_CP\Data_range_300_1100\00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY\stable_model_json_by_N\Pt_Pt_Tselin\SCP_M5.json,,data/models/Pt_Pt_Tselin/CP_M5_B.json,data/model_curves/Pt_Pt_Tselin/CP_M5_B.json,True,True,generated_from_model_json_and_fitting_grid,
Pt_Pt_Werner,1,RP,RP,RP_M1,RP_M1,True,FDTD_READY,D:\02_Academic_Research\11_Ultra_Boardband_CP_Fitting\08_Refractive_index_No_sigma_V2\N1_N5_RP_CP\Data_range_300_1100\00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY\stable_model_json_by_N\Pt_Pt_Werner\RP_M1.json,,data/models/Pt_Pt_Werner/RP_M1.json,data/model_curves/Pt_Pt_Werner/RP_M1.json,True,True,generated_from_model_json_and_fitting_grid,
Pt_Pt_Werner,1,CP,CP,CP_M1_A,CP_M1,True,FDTD_READY,D:\02_Academic_Research\11_Ultra_Boardband_CP_Fitting\08_Refractive_index_No_sigma_V2\N1_N5_RP_CP\Data_range_300_1100\00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY\stable_model_json_by_N\Pt_Pt_Werner\CP_M1.json,,data/models/Pt_Pt_Werner/CP_M1_A.json,data/model_curves/Pt_Pt_Werner/CP_M1_A.json,True,True,generated_from_model_json_and_fitting_grid,
Pt_Pt_Werner,1,SemiCP,SCP,CP_M1_B,CP_M1,True,NOT_FDTD_READY_G_UNSTABLE,D:\02_Academic_Research\11_Ultra_Boardband_CP_Fitting\08_Refractive_index_No_sigma_V2\N1_N5_RP_CP\Data_range_300_1100\00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY\stable_model_json_by_N\Pt_Pt_Werner\SCP_M2.json,,data/models/Pt_Pt_Werner/CP_M1_B.json,data/model_curves/Pt_Pt_Werner/CP_M1_B.json,True,True,generated_from_model_json_and_fitting_grid,
Pt_Pt_Werner,2,RP,RP,RP_M2,RP_M2,False,NOT_FDTD_READY_G_UNSTABLE,,,,,False,False,not_attempted,
Pt_Pt_Werner,2,CP,CP,CP_M2_A,CP_M2,True,FDTD_READY,D:\02_Academic_Research\11_Ultra_Boardband_CP_Fitting\08_Refractive_index_No_sigma_V2\N1_N5_RP_CP\Data_range_300_1100\00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY\stable_model_json_by_N\Pt_Pt_Werner\CP_M2.json,,data/models/Pt_Pt_Werner/CP_M2_A.json,data/model_curves/Pt_Pt_Werner/CP_M2_A.json,True,True,generated_from_model_json_and_fitting_grid,
Pt_Pt_Werner,2,SemiCP,SCP,CP_M2_B,CP_M2,True,FDTD_READY,D:\02_Academic_Research\11_Ultra_Boardband_CP_Fitting\08_Refractive_index_No_sigma_V2\N1_N5_RP_CP\Data_range_300_1100\00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY\stable_model_json_by_N\Pt_Pt_Werner\SCP_M2.json,,data/models/Pt_Pt_Werner/CP_M2_B.json,data/model_curves/Pt_Pt_Werner/CP_M2_B.json,True,True,generated_from_model_json_and_fitting_grid,
Pt_Pt_Werner,3,RP,RP,RP_M3,RP_M3,True,FDTD_READY,D:\02_Academic_Research\11_Ultra_Boardband_CP_Fitting\08_Refractive_index_No_sigma_V2\N1_N5_RP_CP\Data_range_300_1100\00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY\stable_model_json_by_N\Pt_Pt_Werner\RP_M3.json,,data/models/Pt_Pt_Werner/RP_M3.json,data/model_curves/Pt_Pt_Werner/RP_M3.json,True,True,generated_from_model_json_and_fitting_grid,
Pt_Pt_Werner,3,CP,CP,CP_M3_A,CP_M3,True,FDTD_READY,D:\02_Academic_Research\11_Ultra_Boardband_CP_Fitting\08_Refractive_index_No_sigma_V2\N1_N5_RP_CP\Data_range_300_1100\00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY\stable_model_json_by_N\Pt_Pt_Werner\CP_M3.json,,data/models/Pt_Pt_Werner/CP_M3_A.json,data/model_curves/Pt_Pt_Werner/CP_M3_A.json,True,True,generated_from_model_json_and_fitting_grid,
Pt_Pt_Werner,3,SemiCP,SCP,CP_M3_B,CP_M3,True,FDTD_READY,D:\02_Academic_Research\11_Ultra_Boardband_CP_Fitting\08_Refractive_index_No_sigma_V2\N1_N5_RP_CP\Data_range_300_1100\00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY\stable_model_json_by_N\Pt_Pt_Werner\SCP_M3.json,,data/models/Pt_Pt_Werner/CP_M3_B.json,data/model_curves/Pt_Pt_Werner/CP_M3_B.json,True,True,generated_from_model_json_and_fitting_grid,
Pt_Pt_Werner,4,RP,RP,RP_M4,RP_M4,True,FDTD_READY,D:\02_Academic_Research\11_Ultra_Boardband_CP_Fitting\08_Refractive_index_No_sigma_V2\N1_N5_RP_CP\Data_range_300_1100\00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY\stable_model_json_by_N\Pt_Pt_Werner\RP_M4.json,,data/models/Pt_Pt_Werner/RP_M4.json,data/model_curves/Pt_Pt_Werner/RP_M4.json,True,True,generated_from_model_json_and_fitting_grid,
Pt_Pt_Werner,4,CP,CP,CP_M4_A,CP_M4,True,FDTD_READY,D:\02_Academic_Research\11_Ultra_Boardband_CP_Fitting\08_Refractive_index_No_sigma_V2\N1_N5_RP_CP\Data_range_300_1100\00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY\stable_model_json_by_N\Pt_Pt_Werner\CP_M4.json,,data/models/Pt_Pt_Werner/CP_M4_A.json,data/model_curves/Pt_Pt_Werner/CP_M4_A.json,True,True,generated_from_model_json_and_fitting_grid,
Pt_Pt_Werner,4,SemiCP,SCP,CP_M4_B,CP_M4,True,FDTD_READY,D:\02_Academic_Research\11_Ultra_Boardband_CP_Fitting\08_Refractive_index_No_sigma_V2\N1_N5_RP_CP\Data_range_300_1100\00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY\stable_model_json_by_N\Pt_Pt_Werner\SCP_M4.json,,data/models/Pt_Pt_Werner/CP_M4_B.json,data/model_curves/Pt_Pt_Werner/CP_M4_B.json,True,True,generated_from_model_json_and_fitting_grid,
Pt_Pt_Werner,5,RP,RP,RP_M5,RP_M5,True,SELECTED_FDTD_READY,D:\02_Academic_Research\11_Ultra_Boardband_CP_Fitting\08_Refractive_index_No_sigma_V2\N1_N5_RP_CP\Data_range_300_1100\00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY\stable_model_json_by_N\Pt_Pt_Werner\RP_M5.json,,data/models/Pt_Pt_Werner/RP_M5.json,data/model_curves/Pt_Pt_Werner/RP_M5.json,True,True,generated_from_model_json_and_fitting_grid,
Pt_Pt_Werner,5,CP,CP,CP_M5_A,CP_M5,True,FDTD_READY,D:\02_Academic_Research\11_Ultra_Boardband_CP_Fitting\08_Refractive_index_No_sigma_V2\N1_N5_RP_CP\Data_range_300_1100\00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY\stable_model_json_by_N\Pt_Pt_Werner\CP_M5.json,,data/models/Pt_Pt_Werner/CP_M5_A.json,data/model_curves/Pt_Pt_Werner/CP_M5_A.json,True,True,generated_from_model_json_and_fitting_grid,
Pt_Pt_Werner,5,SemiCP,SCP,CP_M5_B,CP_M5,True,FDTD_READY,D:\02_Academic_Research\11_Ultra_Boardband_CP_Fitting\08_Refractive_index_No_sigma_V2\N1_N5_RP_CP\Data_range_300_1100\00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY\stable_model_json_by_N\Pt_Pt_Werner\SCP_M5.json,,data/models/Pt_Pt_Werner/CP_M5_B.json,data/model_curves/Pt_Pt_Werner/CP_M5_B.json,True,True,generated_from_model_json_and_fitting_grid,
Pt_Pt_Werner-DFT,1,RP,RP,RP_M1,RP_M1,False,NOT_FDTD_READY_G_UNSTABLE,,,,,False,False,not_attempted,
Pt_Pt_Werner-DFT,1,CP,CP,CP_M1_A,CP_M1,True,FDTD_READY,D:\02_Academic_Research\11_Ultra_Boardband_CP_Fitting\08_Refractive_index_No_sigma_V2\N1_N5_RP_CP\Data_range_300_1100\00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY\stable_model_json_by_N\Pt_Pt_Werner-DFT\CP_M1.json,,data/models/Pt_Pt_Werner-DFT/CP_M1_A.json,data/model_curves/Pt_Pt_Werner-DFT/CP_M1_A.json,True,True,generated_from_model_json_and_fitting_grid,
Pt_Pt_Werner-DFT,1,SemiCP,SCP,CP_M1_B,CP_M1,True,NOT_FDTD_READY_G_UNSTABLE,D:\02_Academic_Research\11_Ultra_Boardband_CP_Fitting\08_Refractive_index_No_sigma_V2\N1_N5_RP_CP\Data_range_300_1100\00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY\stable_model_json_by_N\Pt_Pt_Werner-DFT\SCP_M2.json,,data/models/Pt_Pt_Werner-DFT/CP_M1_B.json,data/model_curves/Pt_Pt_Werner-DFT/CP_M1_B.json,True,True,generated_from_model_json_and_fitting_grid,
Pt_Pt_Werner-DFT,2,RP,RP,RP_M2,RP_M2,False,NOT_FDTD_READY_G_UNSTABLE,,,,,False,False,not_attempted,
Pt_Pt_Werner-DFT,2,CP,CP,CP_M2_A,CP_M2,True,FDTD_READY,D:\02_Academic_Research\11_Ultra_Boardband_CP_Fitting\08_Refractive_index_No_sigma_V2\N1_N5_RP_CP\Data_range_300_1100\00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY\stable_model_json_by_N\Pt_Pt_Werner-DFT\CP_M2.json,,data/models/Pt_Pt_Werner-DFT/CP_M2_A.json,data/model_curves/Pt_Pt_Werner-DFT/CP_M2_A.json,True,True,generated_from_model_json_and_fitting_grid,
Pt_Pt_Werner-DFT,2,SemiCP,SCP,CP_M2_B,CP_M2,True,FDTD_READY,D:\02_Academic_Research\11_Ultra_Boardband_CP_Fitting\08_Refractive_index_No_sigma_V2\N1_N5_RP_CP\Data_range_300_1100\00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY\stable_model_json_by_N\Pt_Pt_Werner-DFT\SCP_M2.json,,data/models/Pt_Pt_Werner-DFT/CP_M2_B.json,data/model_curves/Pt_Pt_Werner-DFT/CP_M2_B.json,True,True,generated_from_model_json_and_fitting_grid,
Pt_Pt_Werner-DFT,3,RP,RP,RP_M3,RP_M3,False,NOT_FDTD_READY_G_UNSTABLE,,,,,False,False,not_attempted,
Pt_Pt_Werner-DFT,3,CP,CP,CP_M3_A,CP_M3,True,FDTD_READY,D:\02_Academic_Research\11_Ultra_Boardband_CP_Fitting\08_Refractive_index_No_sigma_V2\N1_N5_RP_CP\Data_range_300_1100\00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY\stable_model_json_by_N\Pt_Pt_Werner-DFT\CP_M3.json,,data/models/Pt_Pt_Werner-DFT/CP_M3_A.json,data/model_curves/Pt_Pt_Werner-DFT/CP_M3_A.json,True,True,generated_from_model_json_and_fitting_grid,
Pt_Pt_Werner-DFT,3,SemiCP,SCP,CP_M3_B,CP_M3,True,FDTD_READY,D:\02_Academic_Research\11_Ultra_Boardband_CP_Fitting\08_Refractive_index_No_sigma_V2\N1_N5_RP_CP\Data_range_300_1100\00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY\stable_model_json_by_N\Pt_Pt_Werner-DFT\SCP_M3.json,,data/models/Pt_Pt_Werner-DFT/CP_M3_B.json,data/model_curves/Pt_Pt_Werner-DFT/CP_M3_B.json,True,True,generated_from_model_json_and_fitting_grid,
Pt_Pt_Werner-DFT,4,RP,RP,RP_M4,RP_M4,False,NOT_FDTD_READY_G_UNSTABLE,,,,,False,False,not_attempted,
Pt_Pt_Werner-DFT,4,CP,CP,CP_M4_A,CP_M4,True,FDTD_READY,D:\02_Academic_Research\11_Ultra_Boardband_CP_Fitting\08_Refractive_index_No_sigma_V2\N1_N5_RP_CP\Data_range_300_1100\00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY\stable_model_json_by_N\Pt_Pt_Werner-DFT\CP_M4.json,,data/models/Pt_Pt_Werner-DFT/CP_M4_A.json,data/model_curves/Pt_Pt_Werner-DFT/CP_M4_A.json,True,True,generated_from_model_json_and_fitting_grid,
Pt_Pt_Werner-DFT,4,SemiCP,SCP,CP_M4_B,CP_M4,True,FDTD_READY,D:\02_Academic_Research\11_Ultra_Boardband_CP_Fitting\08_Refractive_index_No_sigma_V2\N1_N5_RP_CP\Data_range_300_1100\00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY\stable_model_json_by_N\Pt_Pt_Werner-DFT\SCP_M4.json,,data/models/Pt_Pt_Werner-DFT/CP_M4_B.json,data/model_curves/Pt_Pt_Werner-DFT/CP_M4_B.json,True,True,generated_from_model_json_and_fitting_grid,
Pt_Pt_Werner-DFT,5,RP,RP,RP_M5,RP_M5,False,NOT_FDTD_READY_G_UNSTABLE,,,,,False,False,not_attempted,
Pt_Pt_Werner-DFT,5,CP,CP,CP_M5_A,CP_M5,True,FDTD_READY,D:\02_Academic_Research\11_Ultra_Boardband_CP_Fitting\08_Refractive_index_No_sigma_V2\N1_N5_RP_CP\Data_range_300_1100\00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY\stable_model_json_by_N\Pt_Pt_Werner-DFT\CP_M5.json,,data/models/Pt_Pt_Werner-DFT/CP_M5_A.json,data/model_curves/Pt_Pt_Werner-DFT/CP_M5_A.json,True,True,generated_from_model_json_and_fitting_grid,
Pt_Pt_Werner-DFT,5,SemiCP,SCP,CP_M5_B,CP_M5,True,FDTD_READY,D:\02_Academic_Research\11_Ultra_Boardband_CP_Fitting\08_Refractive_index_No_sigma_V2\N1_N5_RP_CP\Data_range_300_1100\00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY\stable_model_json_by_N\Pt_Pt_Werner-DFT\SCP_M5.json,,data/models/Pt_Pt_Werner-DFT/CP_M5_B.json,data/model_curves/Pt_Pt_Werner-DFT/CP_M5_B.json,True,True,generated_from_model_json_and_fitting_grid,
Sc2O3_Sc2O3_Belosludtsev,1,RP,RP,RP_M1,RP_M1,True,SELECTED_FDTD_READY,D:\02_Academic_Research\11_Ultra_Boardband_CP_Fitting\08_Refractive_index_No_sigma_V2\N1_N5_RP_CP\Data_range_300_1100\00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY\stable_model_json_by_N\Sc2O3_Sc2O3_Belosludtsev\RP_M1.json,,data/models/Sc2O3_Sc2O3_Belosludtsev/RP_M1.json,data/model_curves/Sc2O3_Sc2O3_Belosludtsev/RP_M1.json,True,True,generated_from_model_json_and_fitting_grid,
Sc2O3_Sc2O3_Belosludtsev,1,CP,CP,CP_M1_A,CP_M1,True,FDTD_READY,D:\02_Academic_Research\11_Ultra_Boardband_CP_Fitting\08_Refractive_index_No_sigma_V2\N1_N5_RP_CP\Data_range_300_1100\00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY\stable_model_json_by_N\Sc2O3_Sc2O3_Belosludtsev\CP_M1.json,,data/models/Sc2O3_Sc2O3_Belosludtsev/CP_M1_A.json,data/model_curves/Sc2O3_Sc2O3_Belosludtsev/CP_M1_A.json,True,True,generated_from_model_json_and_fitting_grid,
Sc2O3_Sc2O3_Belosludtsev,1,SemiCP,SCP,CP_M1_B,CP_M1,True,FDTD_READY,D:\02_Academic_Research\11_Ultra_Boardband_CP_Fitting\08_Refractive_index_No_sigma_V2\N1_N5_RP_CP\Data_range_300_1100\00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY\stable_model_json_by_N\Sc2O3_Sc2O3_Belosludtsev\SCP_M1.json,,data/models/Sc2O3_Sc2O3_Belosludtsev/CP_M1_B.json,data/model_curves/Sc2O3_Sc2O3_Belosludtsev/CP_M1_B.json,True,True,generated_from_model_json_and_fitting_grid,
Sc2O3_Sc2O3_Belosludtsev,2,RP,RP,RP_M2,RP_M2,False,NOT_FDTD_READY_G_UNSTABLE,,,,,False,False,not_attempted,
Sc2O3_Sc2O3_Belosludtsev,2,CP,CP,CP_M2_A,CP_M2,True,FDTD_READY,D:\02_Academic_Research\11_Ultra_Boardband_CP_Fitting\08_Refractive_index_No_sigma_V2\N1_N5_RP_CP\Data_range_300_1100\00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY\stable_model_json_by_N\Sc2O3_Sc2O3_Belosludtsev\CP_M2.json,,data/models/Sc2O3_Sc2O3_Belosludtsev/CP_M2_A.json,data/model_curves/Sc2O3_Sc2O3_Belosludtsev/CP_M2_A.json,True,True,generated_from_model_json_and_fitting_grid,
Sc2O3_Sc2O3_Belosludtsev,2,SemiCP,SCP,CP_M2_B,CP_M2,True,FDTD_READY,D:\02_Academic_Research\11_Ultra_Boardband_CP_Fitting\08_Refractive_index_No_sigma_V2\N1_N5_RP_CP\Data_range_300_1100\00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY\stable_model_json_by_N\Sc2O3_Sc2O3_Belosludtsev\SCP_M2.json,,data/models/Sc2O3_Sc2O3_Belosludtsev/CP_M2_B.json,data/model_curves/Sc2O3_Sc2O3_Belosludtsev/CP_M2_B.json,True,True,generated_from_model_json_and_fitting_grid,
Sc2O3_Sc2O3_Belosludtsev,3,RP,RP,RP_M3,RP_M3,False,NOT_FDTD_READY_G_UNSTABLE,,,,,False,False,not_attempted,
Sc2O3_Sc2O3_Belosludtsev,3,CP,CP,CP_M3_A,CP_M3,False,NOT_FDTD_READY_G_UNSTABLE,,,,,False,False,not_attempted,
Sc2O3_Sc2O3_Belosludtsev,3,SemiCP,SCP,CP_M3_B,CP_M3,False,NOT_FDTD_READY_G_UNSTABLE,,,,,False,False,not_attempted,
Sc2O3_Sc2O3_Belosludtsev,4,RP,RP,RP_M4,RP_M4,False,NOT_FDTD_READY_G_UNSTABLE,,,,,False,False,not_attempted,
Sc2O3_Sc2O3_Belosludtsev,4,CP,CP,CP_M4_A,CP_M4,False,NOT_FDTD_READY_G_UNSTABLE,,,,,False,False,not_attempted,
Sc2O3_Sc2O3_Belosludtsev,4,SemiCP,SCP,CP_M4_B,CP_M4,False,NOT_FDTD_READY_G_UNSTABLE,,,,,False,False,not_attempted,
Sc2O3_Sc2O3_Belosludtsev,5,RP,RP,RP_M5,RP_M5,False,NOT_FDTD_READY_G_UNSTABLE,,,,,False,False,not_attempted,
Sc2O3_Sc2O3_Belosludtsev,5,CP,CP,CP_M5_A,CP_M5,False,NOT_FDTD_READY_G_UNSTABLE,,,,,False,False,not_attempted,
Sc2O3_Sc2O3_Belosludtsev,5,SemiCP,SCP,CP_M5_B,CP_M5,False,NOT_FDTD_READY_G_UNSTABLE,,,,,False,False,not_attempted,
Si_Si_Aspnes,1,RP,RP,RP_M1,RP_M1,True,NOT_FDTD_READY_G_UNSTABLE,D:\02_Academic_Research\11_Ultra_Boardband_CP_Fitting\08_Refractive_index_No_sigma_V2\N1_N5_RP_CP\Data_range_300_1100\00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY\source_all_json\Si_Si_Aspnes\rp_selected_tidy3d_pole_residue.json,,data/models/Si_Si_Aspnes/RP_M1.json,data/model_curves/Si_Si_Aspnes/RP_M1.json,True,True,generated_from_model_json_and_fitting_grid,
Si_Si_Aspnes,1,CP,CP,CP_M1_A,CP_M1,True,FDTD_READY,D:\02_Academic_Research\11_Ultra_Boardband_CP_Fitting\08_Refractive_index_No_sigma_V2\N1_N5_RP_CP\Data_range_300_1100\00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY\stable_model_json_by_N\Si_Si_Aspnes\CP_M1.json,,data/models/Si_Si_Aspnes/CP_M1_A.json,data/model_curves/Si_Si_Aspnes/CP_M1_A.json,True,True,generated_from_model_json_and_fitting_grid,
Si_Si_Aspnes,1,SemiCP,SCP,CP_M1_B,CP_M1,True,FDTD_READY,D:\02_Academic_Research\11_Ultra_Boardband_CP_Fitting\08_Refractive_index_No_sigma_V2\N1_N5_RP_CP\Data_range_300_1100\00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY\stable_model_json_by_N\Si_Si_Aspnes\SCP_M1.json,,data/models/Si_Si_Aspnes/CP_M1_B.json,data/model_curves/Si_Si_Aspnes/CP_M1_B.json,True,True,generated_from_model_json_and_fitting_grid,
Si_Si_Aspnes,2,RP,RP,RP_M2,RP_M2,False,NOT_FDTD_READY_G_UNSTABLE,,,,,False,False,not_attempted,
Si_Si_Aspnes,2,CP,CP,CP_M2_A,CP_M2,True,FDTD_READY,D:\02_Academic_Research\11_Ultra_Boardband_CP_Fitting\08_Refractive_index_No_sigma_V2\N1_N5_RP_CP\Data_range_300_1100\00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY\stable_model_json_by_N\Si_Si_Aspnes\CP_M2.json,,data/models/Si_Si_Aspnes/CP_M2_A.json,data/model_curves/Si_Si_Aspnes/CP_M2_A.json,True,True,generated_from_model_json_and_fitting_grid,
Si_Si_Aspnes,2,SemiCP,SCP,CP_M2_B,CP_M2,True,FDTD_READY,D:\02_Academic_Research\11_Ultra_Boardband_CP_Fitting\08_Refractive_index_No_sigma_V2\N1_N5_RP_CP\Data_range_300_1100\00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY\stable_model_json_by_N\Si_Si_Aspnes\SCP_M2.json,,data/models/Si_Si_Aspnes/CP_M2_B.json,data/model_curves/Si_Si_Aspnes/CP_M2_B.json,True,True,generated_from_model_json_and_fitting_grid,
Si_Si_Aspnes,3,RP,RP,RP_M3,RP_M3,False,NOT_FDTD_READY_G_UNSTABLE,,,,,False,False,not_attempted,
Si_Si_Aspnes,3,CP,CP,CP_M3_A,CP_M3,True,FDTD_READY,D:\02_Academic_Research\11_Ultra_Boardband_CP_Fitting\08_Refractive_index_No_sigma_V2\N1_N5_RP_CP\Data_range_300_1100\00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY\stable_model_json_by_N\Si_Si_Aspnes\CP_M3.json,,data/models/Si_Si_Aspnes/CP_M3_A.json,data/model_curves/Si_Si_Aspnes/CP_M3_A.json,True,True,generated_from_model_json_and_fitting_grid,
Si_Si_Aspnes,3,SemiCP,SCP,CP_M3_B,CP_M3,False,NOT_FDTD_READY_G_UNSTABLE,,,,,False,False,not_attempted,
Si_Si_Aspnes,4,RP,RP,RP_M4,RP_M4,True,FDTD_READY,D:\02_Academic_Research\11_Ultra_Boardband_CP_Fitting\08_Refractive_index_No_sigma_V2\N1_N5_RP_CP\Data_range_300_1100\00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY\stable_model_json_by_N\Si_Si_Aspnes\RP_M4.json,,data/models/Si_Si_Aspnes/RP_M4.json,data/model_curves/Si_Si_Aspnes/RP_M4.json,True,True,generated_from_model_json_and_fitting_grid,
